OrphaCode,Name,Prevalence,ExpertLink
47,X-linked agammaglobulinemia,"0.1 (Europe); 0.22 (Worldwide); 0.18 (France); 0.21 (Italy); 0.08 (United Kingdom); 0.06 (Spain); 0.03 (Germany); 0.09 (Poland); 0.13 (Croatia); 0.16 (Hungary); 0.25 (North Macedonia); 0.1 (Slovenia); 0.09 (Serbia); 0.04 (Ukraine); 0.06 (Belarus); 0.03 (Romania); 0.26 (United States); 0.07 (United States); 0.11 (Korea, Republic of)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=47
580,Mucopolysaccharidosis type 2,"0.7 (Europe); 0.31 (Sweden); 9.1 (Denmark); 0.43 (Czech Republic); 0.71 (Ireland); 1.07 (Taiwan, Province of China); 0.74 (Australia); 2.16 (Estonia); 0.1 (Canada); 0.2 (Europe); 1.09 (Portugal); 0.64 (Germany); 1.21 (Italy); 0.67 (Netherlands); 6.5 (Sweden); 0.13 (Norway); 4.4 (Norway); 0.27 (Denmark); 0.68 (Worldwide); 0.46 (Poland); 0.84 (Japan); 0.46 (Switzerland); 0.74 (Korea, Republic of); 0.29 (Tunisia); 0.26 (United States); 0.37 (Brazil); 0.07 (United States)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=580
579,Mucopolysaccharidosis type 1,"1.0 (Europe); 0.69 (Germany); 1.33 (Portugal); 1.19 (Netherlands); 0.67 (Sweden); 8.7 (Sweden); 1.85 (Norway); 31.0 (Norway); 0.54 (Denmark); 7.4 (Denmark); 3.8 (Ireland); 1.07 (United Kingdom); 0.63 (Tunisia); 0.11 (Taiwan, Province of China); 0.58 (Canada); 1.14 (Australia); 0.72 (Czech Republic); 0.5 (Europe); 0.82 (Worldwide); 0.22 (Poland); 0.23 (Japan); 0.19 (Switzerland); 3.62 (Saudi Arabia); 0.21 (Korea, Republic of); 0.24 (Brazil); 0.34 (United States); 1.0 (Israel); 1.1 (Specific population)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=579
905,Wilson disease,2.25 (Worldwide); 6.0 (Europe); 2.02 (Worldwide); 1.5 (France); 0.94 (Italy); 3.0 (Japan); 10.0 (China); 13.5 (Specific population); 37.04 (Specific population); 1.37 (Ireland); 2.9 (Germany); 0.016 (Finland); 0.45 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=905
792,X-linked retinoschisis,5.0 (Denmark); 5.0 (Netherlands); 5.0 (Worldwide); 3.6 (France); 4.5 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=792
163525,Subacute cutaneous lupus erythematosus,0.63 (United States); 1.4805 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163525
827,Stargardt disease,13.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=827
906,Wiskott-Aldrich syndrome,"0.1 (Europe); 0.18 (France); 0.2 (Switzerland); 0.55 (Norway); 0.07 (Australia); 0.03 (Korea, Republic of); 0.2 (United States); 0.0278 (China)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=906
904,Williams syndrome,13.3 (Norway); 4.2 (Hong Kong); 13.3 (Norway); 4.2 (Hong Kong),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=904
280,Wolf-Hirschhorn syndrome,2.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280
15,Achondroplasia,"4.73 (Worldwide); 3.62 (Europe); 5.645 (France); 3.7 (Italy); 4.195 (Sweden); 2.6466 (Spain); 2.37 (Denmark); 3.2 (Latin America); 3.8 (Australia); 3.63 (Switzerland); 3.7877 (United Kingdom); 6.0 (Ukraine); 79.05 (Iraq); 36.73 (Iran, Islamic Republic of); 12.92 (Kuwait); 25.87 (Lebanon); 48.14 (Saudi Arabia); 10.51 (United Arab Emirates); 16.53 (Cameroon); 4.0 (North America); 4.42 (Cuba); 6.75 (Mexico); 4.75 (Argentina); 14.25 (Venezuela); 4.76 (Germany); 6.35 (Malta); 3.01 (Netherlands); 2.39 (Norway); 4.47 (Poland); 18.11 (Nigeria); 0.0 (Worldwide)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=15
96,Ataxia with vitamin E deficiency,0.33 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96
101,Dentatorubral pallidoluysian atrophy,0.48 (Japan); 0.71 (United Kingdom); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101
783,Rubinstein-Taybi syndrome,0.9 (Netherlands); 0.0 (Netherlands); 0.7 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=783
163649,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163649
631,Non-acquired isolated growth hormone deficiency,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=631
276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276
163654,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163654
481,Kennedy disease,0.09 (Italy); 1.6 (Italy); 0.0 (Italy); 7.6 (Finland); 3.8 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=481
664,Ornithine transcarbamylase deficiency,1.0 (Europe); 1.4 (Italy); 1.29 (Australia); 1.6 (Finland); 0.88 (Canada); 1.77 (United States); 1.77 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=664
163668,"Spondyloepiphyseal dysplasia, MacDermot type",4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163668
163662,"Spondyloepiphyseal dysplasia, Reardon type",1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163662
394,Homocystinuria due to cystathionine beta-synthase deficiency,0.3 (Worldwide); 1.65 (Europe); 1.5 (Ireland); 0.77 (Germany); 15.6 (Norway); 5.0 (Denmark); 1.7 (Australia); 55.5 (Qatar); 0.11 (Japan),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=394
163665,"Spondyloepiphyseal dysplasia tarda, Kohn type",3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163665
508,Leprechaunism,0.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=508
436,Hypophosphatasia,0.0 (Worldwide); 0.0208 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436
163596,Hb Bart's hydrops fetalis,275.0 (South East Asia); 0.0 (Worldwide); 7.6 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163596
429,Hypochondroplasia,3.0303 (Worldwide); 3.0303 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=429
437,Hypophosphatemic rickets,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=437
104,Leber hereditary optic neuropathy,2.6 (Netherlands); 4.3 (Worldwide); 2.3 (Europe); 3.22 (United Kingdom); 2.0 (Finland); 1.85 (Denmark); 1.9743 (Japan),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=104
2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,1.7 (Worldwide); 1.7 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2182
163634,Maffucci syndrome,250.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163634
636,Neurofibromatosis type 1,21.0 (United Kingdom); 24.46 (Finland); 47.5 (New Zealand); 21.3 (Europe); 36.65 (United States); 36.9 (United Kingdom); 33.3 (Worldwide); 50.0 (Finland); 6.7 (Canada); 20.0 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=636
163703,Febrile infection-related epilepsy syndrome,0.1 (Germany); 0.0 (Germany),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163703
649,Norrie disease,400.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=649
163727,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163727
163684,Leukoencephalopathy-dystonia-motor neuropathy syndrome,0.0 (Worldwide); 2.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163684
163681,CNTNAP2-related developmental and epileptic encephalopathy,0.0 (Worldwide); 28.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163681
379,Chronic granulomatous disease,"0.46 (Worldwide); 0.0 (Worldwide); 0.5 (United States); 0.0 (United States); 0.5 (Europe); 0.0 (Europe); 0.75 (United Kingdom); 0.0 (United Kingdom); 0.57 (France); 0.0 (France); 0.22 (Sweden); 0.0 (Sweden); 0.1 (Italy); 0.0 (Italy); 0.7 (Denmark); 0.0 (Denmark); 0.48 (Netherlands); 0.0 (Netherlands); 0.08 (Australia); 0.35 (Japan); 0.0 (Japan); 0.34 (Korea, Republic of); 0.0 (Korea, Republic of); 0.99 (Latin America); 0.0 (Latin America); 0.53 (Israel); 0.0 (Israel)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=379
16,Blue cone monochromatism,1.0 (Worldwide); 1.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=16
644,NARP syndrome,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=644
637,Full NF2-related schwannomatosis,1.7 (Europe); 3.0 (United Kingdom); 1.78 (United Kingdom); 2.56 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=637
163696,Action myoclonus-renal failure syndrome,38.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163696
181,X-linked hypohidrotic ectodermal dysplasia,0.75 (Europe); 0.0 (Europe); 12.7 (Denmark),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=181
163693,2p21 microdeletion syndrome,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163693
163690,Hypotonia-cystinuria syndrome,0.0 (Worldwide); 22.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163690
337,Fibrodysplasia ossificans progressiva,0.05 (Worldwide); 0.061 (United Kingdom); 0.087 (Spain); 0.036 (Spain); 0.078 (Europe); 0.136 (France); 0.085 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=337
377,Gorlin syndrome,"2.0 (Europe); 5.3 (United Kingdom); 3.2 (United Kingdom); 0.39 (Italy); 0.61 (Australia); 0.007 (Korea, Republic of); 1.1 (Worldwide)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=377
648,Noonan syndrome,70.0 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=648
281,Monosomy 5p syndrome,7.0 (Japan); 2.22 (Denmark); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",0.68 (Netherlands); 0.68 (Netherlands),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=752
214,Cystinuria,50.0 (United Kingdom); 8.0 (Canada); 5.5 (Japan); 40.0 (Specific population); 14.0 (Worldwide); 1.0 (Sweden); 25.0 (Australia); 5.9 (United States); 5.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=214
510,Lesch-Nyhan syndrome,0.43 (Italy); 0.34 (Europe); 0.42 (Spain); 0.0 (Spain); 0.18 (Canada); 0.0 (Canada); 0.0 (Italy); 0.18 (United Kingdom); 0.5 (United Kingdom); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=510
524,Li-Fraumeni syndrome,7.0 (United Kingdom); 5.0 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=524
699,Pearson syndrome,0.0 (Worldwide); 194.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=699
640,Hereditary neuropathy with liability to pressure palsies,3.5 (Europe); 16.0 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=640
60,Alpha-1-antitrypsin deficiency,47.5 (Ireland); 20.0 (Europe); 25.0 (Germany); 17.0 (United States); 33.0 (Specific population); 63.5 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=60
895,Waardenburg syndrome type 2,3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=895
896,Waardenburg syndrome type 3,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=896
857,Townes-Brocks syndrome,0.42 (Spain); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=857
894,Waardenburg syndrome type 1,0.0 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894
682,Hyperkalemic periodic paralysis,0.5 (Europe); 0.17 (United Kingdom); 0.06 (Netherlands),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=682
800,Schwartz-Jampel syndrome,129.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=800
628,Diastrophic dysplasia,1.2 (Europe); 0.3 (Europe); 3.03 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=628
673,Malaria,73.0 (Worldwide); 3.0 (Europe); 12.0 (France); 1.2 (Europe); 1.62 (Denmark); 0.75 (Iceland); 0.8 (Austria); 2.1 (Belgium); 0.16 (Bulgaria); 0.1 (Croatia); 0.52 (Cyprus); 0.32 (Czech Republic); 0.2 (Estonia); 0.74 (Finland); 0.68 (Greece); 0.14 (Hungary); 1.7 (Ireland); 0.18 (Latvia); 0.22 (Lithuania); 0.84 (Luxembourg); 1.54 (Malta); 1.84 (Netherlands); 0.08 (Poland); 1.44 (Portugal); 0.16 (Romania); 0.06 (Slovakia); 0.28 (Slovenia); 1.5 (Spain); 1.88 (Sweden); 2.38 (United Kingdom); 1.62 (Norway),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=673
681,Hypokalemic periodic paralysis,1.0 (Europe); 0.13 (United Kingdom); 0.53 (Netherlands),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=681
126,Blepharophimosis-ptosis-epicanthus inversus syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=126
107,BOR syndrome,2.5 (Canada); 2.5 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=107
774,Hereditary hemorrhagic telangiectasia,16.0 (Europe); 43.5 (France); 2.5 (United Kingdom); 15.6 (Denmark); 16.25 (Japan); 6.1 (United States); 19.4 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=774
794,Saethre-Chotzen syndrome,3.0 (Europe); 0.0 (Europe); 1.0 (Australia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=794
710,Pfeiffer syndrome,1.0 (Europe); 0.0 (Worldwide); 0.3 (Australia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=710
2869,Peutz-Jeghers syndrome,2.2 (Worldwide); 0.4 (Europe); 0.65 (Uruguay),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2869
893,WAGR syndrome,0.2 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893
912,Zellweger syndrome,0.0 (Worldwide); 8.2 (Specific population); 4.6 (Israel); 8.2 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=912
50,Aicardi syndrome,1.07 (Netherlands); 0.95 (United States); 0.0 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50
53,Albers-Schönberg osteopetrosis,1.0 (Worldwide); 5.5 (Denmark); 0.2 (Brazil); 5.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53
14,Abetalipoproteinemia,0.0 (Worldwide); 100.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=14
52,Alagille syndrome,1.4 (Australia); 0.0 (Australia); 0.8 (Europe); 2.7 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52
167,Chédiak-Higashi syndrome,500.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=167
195,Cat-eye syndrome,1.35 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=195
207,Crouzon syndrome,0.9 (Europe); 0.0 (Europe); 1.65 (Canada); 2.6 (Australia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=207
205,Crigler-Najjar syndrome,0.1 (Europe); 1.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=205
160148,Cap polyposis,67.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=160148
201,Cowden syndrome,0.45 (Netherlands); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=201
192,Coffin-Lowry syndrome,1.5 (Worldwide); 1.5 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=192
2442,X-linked lymphoproliferative disease,0.05 (Europe); 0.0347 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2442
169802,Severe hemophilia A,2.8 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=169802
562,McCune-Albright syndrome,0.55 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=562
565,Menkes disease,0.33 (Europe); 0.28 (Japan); 2.5 (Australia); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=565
2443,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,9.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2443
474,Jeune syndrome,1.4 (Europe); 0.89 (Australia); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=474
540,Familial hemophagocytic lymphohistiocytosis,2.0 (Sweden); 0.0 (Worldwide); 0.104 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=540
568,"Microphthalmia, Lenz type",0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=568
564,Meckel syndrome,1.3 (France); 0.0 (France); 11.0 (Finland); 4.0 (Worldwide); 0.0 (Worldwide); 2.6 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=564
289,Ellis Van Creveld syndrome,500.0 (Specific population); 0.4 (Europe); 1.1 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289
258,Laminin subunit alpha 2-related congenital muscular dystrophy,0.3 (Europe); 0.6 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=258
1247,Schistosomiasis,0.0 (Europe); 0.0 (Africa),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1247
112,Bartter syndrome,0.1 (Europe); 0.12 (Sweden); 1.7 (Kuwait); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=112
1646,Chromosome Y microdeletion syndrome,20.8 (Worldwide); 20.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1646
169464,Primary CD59 deficiency,6.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=169464
99,Autosomal dominant cerebellar ataxia,2.7 (Worldwide); 3.0 (Netherlands); 0.9 (Italy); 5.6 (Portugal); 5.6 (Europe); 12.6 (Japan),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99
116,Beckwith-Wiedemann syndrome,3.5 (Europe); 1.3 (Spain); 5.25 (Japan); 7.4 (Jamaica); 10.0 (Italy); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=116
87,Apert syndrome,0.0 (Europe); 0.0 (Worldwide); 0.0 (Worldwide); 1.1 (Spain); 1.1 (Spain); 1.2 (United States); 1.2 (United States); 1.47 (Canada); 1.47 (Canada); 1.6 (Australia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=87
97,Familial paroxysmal ataxia,0.0 (United States); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=97
313,Lamellar ichthyosis,0.0 (Europe); 0.35 (Spain); 1.1 (Norway),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=313
169799,Mild hemophilia B,0.6 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=169799
169796,Moderate hemophilia B,0.6 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=169796
169793,Severe hemophilia B,0.8 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=169793
1000,Ocular albinism with late-onset sensorineural deafness,9.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1000
999,Ermine phenotype,6.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=999
171430,Severe congenital nemaline myopathy,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171430
171433,Intermediate nemaline myopathy,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171433
171436,Typical nemaline myopathy,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171436
171439,Childhood-onset nemaline myopathy,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171439
55,Oculocutaneous albinism,5.9 (Worldwide); 3.9 (Denmark); 45.0 (South Africa),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=55
171442,Adult-onset nemaline myopathy,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171442
171607,X-linked spastic paraplegia type 34,24.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171607
2771,Bruck syndrome,60.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2771
171612,Autosomal dominant spastic paraplegia type 37,13.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171612
171617,Autosomal dominant spastic paraplegia type 38,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171617
1349,Mitochondrial DNA-related cardiomyopathy and hearing loss,2.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1349
171622,Autosomal recessive spastic paraplegia type 32,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171622
171629,Autosomal recessive spastic paraplegia type 35,38.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171629
861,Treacher-Collins syndrome,0.63 (France); 0.0 (France); 6.9 (Japan); 0.0 (Japan); 2.0 (Europe); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=861
308,Progressive myoclonic epilepsy type 1,5.0 (Finland); 2.0 (Finland),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=308
1991,Cleft lip with or without cleft palate,0.0 (Worldwide); 190.5 (Japan); 77.5 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1991
199,Cornelia de Lange syndrome,1.24 (Europe); 0.65 (France); 0.5 (Denmark),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199
2162,Holoprosencephaly,"13.4 (Europe); 5.5 (United States); 21.6 (Latin America); 15.0 (United Kingdom); 60.6 (Taiwan, Province of China); 502.0 (Japan); 0.0 (Worldwide); 10.9 (Specific population)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2162
